Date,Close price,Revenue,Net income,D/E Ratio,ROIC
4/19/2017,108.419182,3053.00 ,1177.00 ,2.38,0.58
4/20/2017,110.6399,3053.00 ,1177.00 ,2.38,0.58
4/21/2017,110.330933,3053.00 ,1177.00 ,2.38,0.58
4/24/2017,111.711632,3053.00 ,1177.00 ,2.38,0.58
4/25/2017,112.126801,3053.00 ,1177.00 ,2.38,0.58
4/26/2017,112.165421,3053.00 ,1177.00 ,2.38,0.58
4/27/2017,113.063362,3053.00 ,1177.00 ,2.38,0.58
4/28/2017,112.310265,3053.00 ,1177.00 ,2.38,0.58
5/1/2017,112.358536,3053.00 ,1177.00 ,2.38,0.58
5/2/2017,114.048225,3053.00 ,1177.00 ,2.38,0.58
5/3/2017,113.285431,3053.00 ,1177.00 ,2.38,0.58
5/4/2017,113.855103,3053.00 ,1177.00 ,2.38,0.58
5/5/2017,113.4496,3053.00 ,1177.00 ,2.38,0.58
5/8/2017,112.590263,3053.00 ,1177.00 ,2.38,0.58
5/9/2017,112.397179,3053.00 ,1177.00 ,2.38,0.58
5/10/2017,112.628891,3053.00 ,1177.00 ,2.38,0.58
5/11/2017,112.513016,3053.00 ,1177.00 ,2.38,0.58
5/12/2017,113.092354,3053.00 ,1177.00 ,2.38,0.58
5/15/2017,114.135101,3053.00 ,1177.00 ,2.38,0.58
5/16/2017,114.405441,3053.00 ,1177.00 ,2.38,0.58
5/17/2017,112.77372,3053.00 ,1177.00 ,2.38,0.58
5/18/2017,112.233009,3053.00 ,1177.00 ,2.38,0.58
5/19/2017,113.526848,3053.00 ,1177.00 ,2.38,0.58
5/22/2017,114.897881,3053.00 ,1177.00 ,2.38,0.58
5/23/2017,115.477188,3053.00 ,1177.00 ,2.38,0.58
5/24/2017,116.539268,3053.00 ,1177.00 ,2.38,0.58
5/25/2017,117.717224,3053.00 ,1177.00 ,2.38,0.58
5/26/2017,117.437218,3053.00 ,1177.00 ,2.38,0.58
5/30/2017,117.45652,3053.00 ,1177.00 ,2.38,0.58
5/31/2017,118.644142,3053.00 ,1177.00 ,2.38,0.58
6/1/2017,119.146225,3053.00 ,1177.00 ,2.38,0.58
6/2/2017,120.884132,3053.00 ,1177.00 ,2.38,0.58
6/5/2017,121.56002,3053.00 ,1177.00 ,2.38,0.58
6/6/2017,120.92276,3053.00 ,1177.00 ,2.38,0.58
6/7/2017,120.874504,3053.00 ,1177.00 ,2.38,0.58
6/8/2017,120.459305,3053.00 ,1177.00 ,2.38,0.58
6/9/2017,118.798622,3053.00 ,1177.00 ,2.38,0.58
6/12/2017,116.597198,3053.00 ,1177.00 ,2.38,0.58
6/13/2017,118.103447,3053.00 ,1177.00 ,2.38,0.58
6/14/2017,118.277237,3053.00 ,1177.00 ,2.38,0.58
6/15/2017,117.234459,3053.00 ,1177.00 ,2.38,0.58
6/16/2017,117.755844,3053.00 ,1177.00 ,2.38,0.58
6/19/2017,118.846893,3053.00 ,1177.00 ,2.38,0.58
6/20/2017,118.692413,3053.00 ,1177.00 ,2.38,0.58
6/21/2017,118.85656,3053.00 ,1177.00 ,2.38,0.58
6/22/2017,119.049652,3053.00 ,1177.00 ,2.38,0.58
6/23/2017,119.735191,3053.00 ,1177.00 ,2.38,0.58
6/26/2017,119.262085,3053.00 ,1177.00 ,2.38,0.58
6/27/2017,118.508972,3053.00 ,1177.00 ,2.38,0.58
6/28/2017,120.507584,3053.00 ,1177.00 ,2.38,0.58
6/29/2017,117.321358,3053.00 ,1177.00 ,2.38,0.58
6/30/2017,117.263405,3053.00 ,1177.00 ,2.38,0.58
7/3/2017,116.616508,3398.00 ,1430.00 ,2.23,0.58
7/5/2017,117.990082,3398.00 ,1430.00 ,2.23,0.58
7/6/2017,116.848663,3398.00 ,1430.00 ,2.23,0.58
7/7/2017,118.202873,3398.00 ,1430.00 ,2.23,0.58
7/10/2017,118.71553,3398.00 ,1430.00 ,2.23,0.58
7/11/2017,120.166496,3398.00 ,1430.00 ,2.23,0.58
7/12/2017,121.182121,3398.00 ,1430.00 ,2.23,0.58
7/13/2017,121.365898,3398.00 ,1430.00 ,2.23,0.58
7/14/2017,122.855545,3398.00 ,1430.00 ,2.23,0.58
7/17/2017,123.261795,3398.00 ,1430.00 ,2.23,0.58
7/18/2017,123.551994,3398.00 ,1430.00 ,2.23,0.58
7/19/2017,123.851845,3398.00 ,1430.00 ,2.23,0.58
7/20/2017,124.267776,3398.00 ,1430.00 ,2.23,0.58
7/21/2017,125.041626,3398.00 ,1430.00 ,2.23,0.58
7/24/2017,125.283447,3398.00 ,1430.00 ,2.23,0.58
7/25/2017,125.728386,3398.00 ,1430.00 ,2.23,0.58
7/26/2017,126.705368,3398.00 ,1430.00 ,2.23,0.58
7/27/2017,124.712738,3398.00 ,1430.00 ,2.23,0.58
7/28/2017,123.726097,3398.00 ,1430.00 ,2.23,0.58
7/31/2017,123.619713,3398.00 ,1430.00 ,2.23,0.58
8/1/2017,125.25444,3398.00 ,1430.00 ,2.23,0.58
8/2/2017,126.337784,3398.00 ,1430.00 ,2.23,0.58
8/3/2017,125.641319,3398.00 ,1430.00 ,2.23,0.58
8/4/2017,125.573662,3398.00 ,1430.00 ,2.23,0.58
8/7/2017,126.115334,3398.00 ,1430.00 ,2.23,0.58
8/8/2017,125.592964,3398.00 ,1430.00 ,2.23,0.58
8/9/2017,125.476906,3398.00 ,1430.00 ,2.23,0.58
8/10/2017,123.493942,3398.00 ,1430.00 ,2.23,0.58
8/11/2017,124.345184,3398.00 ,1430.00 ,2.23,0.58
8/14/2017,126.802071,3398.00 ,1430.00 ,2.23,0.58
8/15/2017,127.276039,3398.00 ,1430.00 ,2.23,0.58
8/16/2017,128.040207,3398.00 ,1430.00 ,2.23,0.58
8/17/2017,126.598969,3398.00 ,1430.00 ,2.23,0.58
8/18/2017,126.850464,3398.00 ,1430.00 ,2.23,0.58
8/21/2017,127.624275,3398.00 ,1430.00 ,2.23,0.58
8/22/2017,129.423477,3398.00 ,1430.00 ,2.23,0.58
8/23/2017,128.717331,3398.00 ,1430.00 ,2.23,0.58
8/24/2017,128.610931,3398.00 ,1430.00 ,2.23,0.58
8/25/2017,128.407776,3398.00 ,1430.00 ,2.23,0.58
8/28/2017,129.471817,3398.00 ,1430.00 ,2.23,0.58
8/29/2017,129.462173,3398.00 ,1430.00 ,2.23,0.58
8/30/2017,129.423477,3398.00 ,1430.00 ,2.23,0.58
8/31/2017,128.939804,3398.00 ,1430.00 ,2.23,0.58
9/1/2017,128.881744,3398.00 ,1430.00 ,2.23,0.58
9/5/2017,128.32077,3398.00 ,1430.00 ,2.23,0.58
9/6/2017,128.543228,3398.00 ,1430.00 ,2.23,0.58
9/7/2017,132.064133,3398.00 ,1430.00 ,2.23,0.58
9/8/2017,132.731537,3398.00 ,1430.00 ,2.23,0.58
9/11/2017,137.345551,3398.00 ,1430.00 ,2.23,0.58
9/12/2017,137.761536,3398.00 ,1430.00 ,2.23,0.58
9/13/2017,135.51738,3398.00 ,1430.00 ,2.23,0.58
9/14/2017,136.84256,3398.00 ,1430.00 ,2.23,0.58
9/15/2017,136.948944,3398.00 ,1430.00 ,2.23,0.58
9/18/2017,136.774841,3398.00 ,1430.00 ,2.23,0.58
9/19/2017,137.829193,3398.00 ,1430.00 ,2.23,0.58
9/20/2017,137.587387,3398.00 ,1430.00 ,2.23,0.58
9/21/2017,137.084381,3398.00 ,1430.00 ,2.23,0.58
9/22/2017,137.248856,3398.00 ,1430.00 ,2.23,0.58
9/25/2017,134.037399,3398.00 ,1430.00 ,2.23,0.58
9/26/2017,133.843933,3398.00 ,1430.00 ,2.23,0.58
9/27/2017,135.101425,3398.00 ,1430.00 ,2.23,0.58
9/28/2017,135.614105,3398.00 ,1430.00 ,2.23,0.58
9/29/2017,136.581375,3398.00 ,1430.00 ,2.23,0.58
10/2/2017,137.181137,3312.00 ,227.00 ,2.88,0.59
10/3/2017,138.341858,3312.00 ,227.00 ,2.88,0.59
10/4/2017,137.442276,3312.00 ,227.00 ,2.88,0.59
10/5/2017,139.263565,3312.00 ,227.00 ,2.88,0.59
10/6/2017,139.040771,3312.00 ,227.00 ,2.88,0.59
10/9/2017,140.038635,3312.00 ,227.00 ,2.88,0.59
10/10/2017,141.104279,3312.00 ,227.00 ,2.88,0.59
10/11/2017,142.266846,3312.00 ,227.00 ,2.88,0.59
10/12/2017,142.160278,3312.00 ,227.00 ,2.88,0.59
10/13/2017,142.741547,3312.00 ,227.00 ,2.88,0.59
10/16/2017,141.656525,3312.00 ,227.00 ,2.88,0.59
10/17/2017,141.375565,3312.00 ,227.00 ,2.88,0.59
10/18/2017,141.627457,3312.00 ,227.00 ,2.88,0.59
10/19/2017,140.455215,3312.00 ,227.00 ,2.88,0.59
10/20/2017,140.842743,3312.00 ,227.00 ,2.88,0.59
10/23/2017,141.01709,3312.00 ,227.00 ,2.88,0.59
10/24/2017,141.249634,3312.00 ,227.00 ,2.88,0.59
10/25/2017,141.675888,3312.00 ,227.00 ,2.88,0.59
10/26/2017,142.014984,3312.00 ,227.00 ,2.88,0.59
10/27/2017,143.884766,3312.00 ,227.00 ,2.88,0.59
10/30/2017,144.3013,3312.00 ,227.00 ,2.88,0.59
10/31/2017,144.126953,3312.00 ,227.00 ,2.88,0.59
11/1/2017,144.24324,3312.00 ,227.00 ,2.88,0.59
11/2/2017,143.623123,3312.00 ,227.00 ,2.88,0.59
11/3/2017,144.630737,3312.00 ,227.00 ,2.88,0.59
11/6/2017,145.405731,3312.00 ,227.00 ,2.88,0.59
11/7/2017,145.289444,3312.00 ,227.00 ,2.88,0.59
11/8/2017,145.289444,3312.00 ,227.00 ,2.88,0.59
11/9/2017,144.630737,3312.00 ,227.00 ,2.88,0.59
11/10/2017,144.872879,3312.00 ,227.00 ,2.88,0.59
11/13/2017,145.018265,3312.00 ,227.00 ,2.88,0.59
11/14/2017,145.270111,3312.00 ,227.00 ,2.88,0.59
11/15/2017,143.700668,3312.00 ,227.00 ,2.88,0.59
11/16/2017,145.638245,3312.00 ,227.00 ,2.88,0.59
11/17/2017,144.369156,3312.00 ,227.00 ,2.88,0.59
11/20/2017,144.892273,3312.00 ,227.00 ,2.88,0.59
11/21/2017,147.750229,3312.00 ,227.00 ,2.88,0.59
11/22/2017,146.529556,3312.00 ,227.00 ,2.88,0.59
11/24/2017,147.973053,3312.00 ,227.00 ,2.88,0.59
11/27/2017,148.195862,3312.00 ,227.00 ,2.88,0.59
11/28/2017,149.377808,3312.00 ,227.00 ,2.88,0.59
11/29/2017,143.720016,3312.00 ,227.00 ,2.88,0.59
11/30/2017,145.773865,3312.00 ,227.00 ,2.88,0.59
12/1/2017,145.018265,3312.00 ,227.00 ,2.88,0.59
12/4/2017,138.953583,3312.00 ,227.00 ,2.88,0.59
12/5/2017,140.60054,3312.00 ,227.00 ,2.88,0.59
12/6/2017,142.819107,3312.00 ,227.00 ,2.88,0.59
12/7/2017,144.785675,3312.00 ,227.00 ,2.88,0.59
12/8/2017,145.21199,3312.00 ,227.00 ,2.88,0.59
12/11/2017,146.171097,3312.00 ,227.00 ,2.88,0.59
12/12/2017,147.740524,3312.00 ,227.00 ,2.88,0.59
12/13/2017,146.95578,3312.00 ,227.00 ,2.88,0.59
12/14/2017,147.188309,3312.00 ,227.00 ,2.88,0.59
12/15/2017,148.612442,3312.00 ,227.00 ,2.88,0.59
12/18/2017,148.341202,3312.00 ,227.00 ,2.88,0.59
12/19/2017,146.946106,3312.00 ,227.00 ,2.88,0.59
12/20/2017,146.723267,3312.00 ,227.00 ,2.88,0.59
12/21/2017,145.831985,3312.00 ,227.00 ,2.88,0.59
12/22/2017,146.142029,3312.00 ,227.00 ,2.88,0.59
12/26/2017,146.558609,3312.00 ,227.00 ,2.88,0.59
12/27/2017,146.67485,3312.00 ,227.00 ,2.88,0.59
12/28/2017,147.033295,3312.00 ,227.00 ,2.88,0.59
12/29/2017,146.636139,3312.00 ,227.00 ,2.88,0.59
1/2/2018,147.168945,3580.00 ,1492.00 ,3,0.6
1/3/2018,149.019287,3580.00 ,1492.00 ,3,0.6
1/4/2018,150.947235,3580.00 ,1492.00 ,3,0.6
1/5/2018,154.076416,3580.00 ,1492.00 ,3,0.6
1/8/2018,154.542175,3580.00 ,1492.00 ,3,0.6
1/9/2018,154.76532,3580.00 ,1492.00 ,3,0.6
1/10/2018,155.114624,3580.00 ,1492.00 ,3,0.6
1/11/2018,156.143204,3580.00 ,1492.00 ,3,0.6
1/12/2018,157.511337,3580.00 ,1492.00 ,3,0.6
1/16/2018,157.472488,3580.00 ,1492.00 ,3,0.6
1/17/2018,159.442261,3580.00 ,1492.00 ,3,0.6
1/18/2018,160.567795,3580.00 ,1492.00 ,3,0.6
1/19/2018,161.877777,3580.00 ,1492.00 ,3,0.6
1/22/2018,163.284714,3580.00 ,1492.00 ,3,0.6
1/23/2018,162.227066,3580.00 ,1492.00 ,3,0.6
1/24/2018,162.052414,3580.00 ,1492.00 ,3,0.6
1/25/2018,163.585495,3580.00 ,1492.00 ,3,0.6
1/26/2018,165.283585,3580.00 ,1492.00 ,3,0.6
1/29/2018,163.546692,3580.00 ,1492.00 ,3,0.6
1/30/2018,162.227066,3580.00 ,1492.00 ,3,0.6
1/31/2018,163.983307,3580.00 ,1492.00 ,3,0.6
2/1/2018,167.796661,3580.00 ,1492.00 ,3,0.6
2/2/2018,165.487366,3580.00 ,1492.00 ,3,0.6
2/5/2018,159.704254,3580.00 ,1492.00 ,3,0.6
2/6/2018,164.255005,3580.00 ,1492.00 ,3,0.6
2/7/2018,163.721329,3580.00 ,1492.00 ,3,0.6
2/8/2018,155.852066,3580.00 ,1492.00 ,3,0.6
2/9/2018,160.296112,3580.00 ,1492.00 ,3,0.6
2/12/2018,163.197372,3580.00 ,1492.00 ,3,0.6
2/13/2018,165.070099,3580.00 ,1492.00 ,3,0.6
2/14/2018,167.398834,3580.00 ,1492.00 ,3,0.6
2/15/2018,169.504456,3580.00 ,1492.00 ,3,0.6
2/16/2018,170.435959,3580.00 ,1492.00 ,3,0.6
2/20/2018,170.144852,3580.00 ,1492.00 ,3,0.6
2/21/2018,167.204773,3580.00 ,1492.00 ,3,0.6
2/22/2018,167.816071,3580.00 ,1492.00 ,3,0.6
2/23/2018,170.542648,3580.00 ,1492.00 ,3,0.6
2/26/2018,172.590027,3580.00 ,1492.00 ,3,0.6
2/27/2018,170.707611,3580.00 ,1492.00 ,3,0.6
2/28/2018,170.542648,3580.00 ,1492.00 ,3,0.6
3/1/2018,168.340073,3580.00 ,1492.00 ,3,0.6
3/2/2018,169.824631,3580.00 ,1492.00 ,3,0.6
3/5/2018,173.230423,3580.00 ,1492.00 ,3,0.6
3/6/2018,172.260147,3580.00 ,1492.00 ,3,0.6
3/7/2018,173.890259,3580.00 ,1492.00 ,3,0.6
3/8/2018,173.929062,3580.00 ,1492.00 ,3,0.6
3/9/2018,177.800644,3580.00 ,1492.00 ,3,0.6
3/12/2018,177.121384,3580.00 ,1492.00 ,3,0.6
3/13/2018,175.636826,3580.00 ,1492.00 ,3,0.6
3/14/2018,174.773239,3580.00 ,1492.00 ,3,0.6
3/15/2018,175.578598,3580.00 ,1492.00 ,3,0.6
3/16/2018,177.131104,3580.00 ,1492.00 ,3,0.6
3/19/2018,175.219589,3580.00 ,1492.00 ,3,0.6
3/20/2018,177.092255,3580.00 ,1492.00 ,3,0.6
3/21/2018,175.384521,3580.00 ,1492.00 ,3,0.6
3/22/2018,170.309769,3580.00 ,1492.00 ,3,0.6
3/23/2018,166.72934,3580.00 ,1492.00 ,3,0.6
3/26/2018,171.910828,3580.00 ,1492.00 ,3,0.6
3/27/2018,167.398834,3580.00 ,1492.00 ,3,0.6
3/28/2018,165.293259,3580.00 ,1492.00 ,3,0.6
3/29/2018,169.96048,3580.00 ,1492.00 ,3,0.6
4/2/2018,166.506149,3665.00 ,1569.00 ,3.26,0.63
4/3/2018,167.350342,3665.00 ,1569.00 ,3.26,0.63
4/4/2018,168.534088,3665.00 ,1569.00 ,3.26,0.63
4/5/2018,170.581482,3665.00 ,1569.00 ,3.26,0.63
4/6/2018,164.897064,3665.00 ,1569.00 ,3.26,0.63
4/9/2018,165.518967,3665.00 ,1569.00 ,3.26,0.63
4/10/2018,169.774979,3665.00 ,1569.00 ,3.26,0.63
4/11/2018,167.48172,3665.00 ,1569.00 ,3.26,0.63
4/12/2018,169.852692,3665.00 ,1569.00 ,3.26,0.63
4/13/2018,169.337708,3665.00 ,1569.00 ,3.26,0.63
4/16/2018,168.949005,3665.00 ,1569.00 ,3.26,0.63
4/17/2018,173.292511,3665.00 ,1569.00 ,3.26,0.63
4/18/2018,174.380814,3665.00 ,1569.00 ,3.26,0.63
4/19/2018,173.943527,3665.00 ,1569.00 ,3.26,0.63
4/20/2018,172.068192,3665.00 ,1569.00 ,3.26,0.63
4/23/2018,170.464828,3665.00 ,1569.00 ,3.26,0.63
4/24/2018,168.336868,3665.00 ,1569.00 ,3.26,0.63
4/25/2018,167.588654,3665.00 ,1569.00 ,3.26,0.63
4/26/2018,173.117615,3665.00 ,1569.00 ,3.26,0.63
4/27/2018,170.960434,3665.00 ,1569.00 ,3.26,0.63
4/30/2018,173.224472,3665.00 ,1569.00 ,3.26,0.63
5/1/2018,175.148468,3665.00 ,1569.00 ,3.26,0.63
5/2/2018,180.560822,3665.00 ,1569.00 ,3.26,0.63
5/3/2018,181.202118,3665.00 ,1569.00 ,3.26,0.63
5/4/2018,182.844269,3665.00 ,1569.00 ,3.26,0.63
5/7/2018,183.747986,3665.00 ,1569.00 ,3.26,0.63
5/8/2018,185.137497,3665.00 ,1569.00 ,3.26,0.63
5/9/2018,185.23468,3665.00 ,1569.00 ,3.26,0.63
5/10/2018,187.586182,3665.00 ,1569.00 ,3.26,0.63
5/11/2018,187.877686,3665.00 ,1569.00 ,3.26,0.63
5/14/2018,186.68251,3665.00 ,1569.00 ,3.26,0.63
5/15/2018,186.565918,3665.00 ,1569.00 ,3.26,0.63
5/16/2018,186.93515,3665.00 ,1569.00 ,3.26,0.63
5/17/2018,185.788513,3665.00 ,1569.00 ,3.26,0.63
5/18/2018,185.011169,3665.00 ,1569.00 ,3.26,0.63
5/21/2018,185.788513,3665.00 ,1569.00 ,3.26,0.63
5/22/2018,186.196625,3665.00 ,1569.00 ,3.26,0.63
5/23/2018,187.527878,3665.00 ,1569.00 ,3.26,0.63
5/24/2018,186.47847,3665.00 ,1569.00 ,3.26,0.63
5/25/2018,185.759415,3665.00 ,1569.00 ,3.26,0.63
5/29/2018,184.165787,3665.00 ,1569.00 ,3.26,0.63
5/30/2018,186.332672,3665.00 ,1569.00 ,3.26,0.63
5/31/2018,184.739105,3665.00 ,1569.00 ,3.26,0.63
6/1/2018,189.840515,3665.00 ,1569.00 ,3.26,0.63
6/4/2018,192.133698,3665.00 ,1569.00 ,3.26,0.63
6/5/2018,193.71759,3665.00 ,1569.00 ,3.26,0.63
6/6/2018,197.458679,3665.00 ,1569.00 ,3.26,0.63
6/7/2018,193.892487,3665.00 ,1569.00 ,3.26,0.63
6/8/2018,194.378357,3665.00 ,1569.00 ,3.26,0.63
6/11/2018,192.872223,3665.00 ,1569.00 ,3.26,0.63
6/12/2018,194.46582,3665.00 ,1569.00 ,3.26,0.63
6/13/2018,193.766174,3665.00 ,1569.00 ,3.26,0.63
6/14/2018,193.669052,3665.00 ,1569.00 ,3.26,0.63
6/15/2018,193.882782,3665.00 ,1569.00 ,3.26,0.63
6/18/2018,195.437485,3665.00 ,1569.00 ,3.26,0.63
6/19/2018,194.0383,3665.00 ,1569.00 ,3.26,0.63
6/20/2018,195.835892,3665.00 ,1569.00 ,3.26,0.63
6/21/2018,195.097427,3665.00 ,1569.00 ,3.26,0.63
6/22/2018,195.777557,3665.00 ,1569.00 ,3.26,0.63
6/25/2018,189.461563,3665.00 ,1569.00 ,3.26,0.63
6/26/2018,190.899658,3665.00 ,1569.00 ,3.26,0.63
6/27/2018,187.712494,3665.00 ,1569.00 ,3.26,0.63
6/28/2018,191.521561,3665.00 ,1569.00 ,3.26,0.63
6/29/2018,190.957947,3665.00 ,1569.00 ,3.26,0.63
7/2/2018,192.075394,3898.00 ,1899.00 ,3.03,0.66
7/3/2018,190.734497,3898.00 ,1899.00 ,3.03,0.66
7/5/2018,193.24144,3898.00 ,1899.00 ,3.03,0.66
7/6/2018,194.117081,3898.00 ,1899.00 ,3.03,0.66
7/9/2018,195.488876,3898.00 ,1899.00 ,3.03,0.66
7/10/2018,196.062943,3898.00 ,1899.00 ,3.03,0.66
7/11/2018,198.320114,3898.00 ,1899.00 ,3.03,0.66
7/12/2018,202.153397,3898.00 ,1899.00 ,3.03,0.66
7/13/2018,200.334045,3898.00 ,1899.00 ,3.03,0.66
7/16/2018,198.553589,3898.00 ,1899.00 ,3.03,0.66
7/17/2018,200.78157,3898.00 ,1899.00 ,3.03,0.66
7/18/2018,202.717682,3898.00 ,1899.00 ,3.03,0.66
7/19/2018,200.480011,3898.00 ,1899.00 ,3.03,0.66
7/20/2018,201.112411,3898.00 ,1899.00 ,3.03,0.66
7/23/2018,202.211792,3898.00 ,1899.00 ,3.03,0.66
7/24/2018,203.904617,3898.00 ,1899.00 ,3.03,0.66
7/25/2018,208.360657,3898.00 ,1899.00 ,3.03,0.66
7/26/2018,201.754532,3898.00 ,1899.00 ,3.03,0.66
7/27/2018,197.444489,3898.00 ,1899.00 ,3.03,0.66
7/30/2018,192.511765,3898.00 ,1899.00 ,3.03,0.66
7/31/2018,192.63829,3898.00 ,1899.00 ,3.03,0.66
8/1/2018,195.751587,3898.00 ,1899.00 ,3.03,0.66
8/2/2018,196.539642,3898.00 ,1899.00 ,3.03,0.66
8/3/2018,195.751587,3898.00 ,1899.00 ,3.03,0.66
8/6/2018,196.082397,3898.00 ,1899.00 ,3.03,0.66
8/7/2018,197.133148,3898.00 ,1899.00 ,3.03,0.66
8/8/2018,197.366653,3898.00 ,1899.00 ,3.03,0.66
8/9/2018,198.086609,3898.00 ,1899.00 ,3.03,0.66
8/10/2018,197.162308,3898.00 ,1899.00 ,3.03,0.66
8/13/2018,196.831543,3898.00 ,1899.00 ,3.03,0.66
8/14/2018,198.359024,3898.00 ,1899.00 ,3.03,0.66
8/15/2018,194.817627,3898.00 ,1899.00 ,3.03,0.66
8/16/2018,198.086609,3898.00 ,1899.00 ,3.03,0.66
8/17/2018,197.707199,3898.00 ,1899.00 ,3.03,0.66
8/20/2018,199.20546,3898.00 ,1899.00 ,3.03,0.66
8/21/2018,197.590424,3898.00 ,1899.00 ,3.03,0.66
8/22/2018,198.777359,3898.00 ,1899.00 ,3.03,0.66
8/23/2018,199.662735,3898.00 ,1899.00 ,3.03,0.66
8/24/2018,203.729507,3898.00 ,1899.00 ,3.03,0.66
