Date,Close price,Revenue,Net income,D/E Ratio,ROIC
5/2/2017,49.049999,3136,411,1.35,
5/3/2017,49.02,3136,411,1.35,
5/4/2017,48.91,3136,411,1.35,
5/5/2017,49.299999,3136,411,1.35,
5/8/2017,49.169998,3136,411,1.35,
5/9/2017,49.220001,3136,411,1.35,
5/10/2017,49.790001,3136,411,1.35,
5/11/2017,49.700001,3136,411,1.35,
5/12/2017,49.369999,3136,411,1.35,
5/15/2017,49.77,3136,411,1.35,
5/16/2017,50.34,3136,411,1.35,
5/17/2017,49.049999,3136,411,1.35,
5/18/2017,49.110001,3136,411,1.35,
5/19/2017,49.389999,3136,411,1.35,
5/22/2017,49.77,3136,411,1.35,
5/23/2017,50.130001,3136,411,1.35,
5/24/2017,51.049999,3136,411,1.35,
5/25/2017,50.93,3136,411,1.35,
5/26/2017,51.189999,3136,411,1.35,
5/30/2017,51.060001,3136,411,1.35,
5/31/2017,52.209999,3136,411,1.35,
6/1/2017,53.16,3136,411,1.35,
6/2/2017,53.52,3136,411,1.35,
6/5/2017,53.799999,3136,411,1.35,
6/6/2017,53.400002,3136,411,1.35,
6/7/2017,53.849998,3136,411,1.35,
6/8/2017,54.389999,3136,411,1.35,
6/9/2017,53.400002,3136,411,1.35,
6/12/2017,52.16,3136,411,1.35,
6/13/2017,52.060001,3136,411,1.35,
6/14/2017,51.900002,3136,411,1.35,
6/15/2017,52.290001,3136,411,1.35,
6/16/2017,51.84,3136,411,1.35,
6/19/2017,52.93,3136,411,1.35,
6/20/2017,52.52,3136,411,1.35,
6/21/2017,53.540001,3136,411,1.35,
6/22/2017,53.869999,3136,411,1.35,
6/23/2017,54.330002,3136,411,1.35,
6/26/2017,53.740002,3136,411,1.35,
6/27/2017,52.73,3136,411,1.35,
6/28/2017,54.389999,3136,411,1.35,
6/29/2017,53.419998,3136,411,1.35,
6/30/2017,53.669998,3136,411,1.35,
7/3/2017,52.869999,3239,380,1.45,
7/5/2017,54.610001,3239,380,1.45,
7/6/2017,53.470001,3239,380,1.45,
7/7/2017,53.970001,3239,380,1.45,
7/10/2017,54.939999,3239,380,1.45,
7/11/2017,54.759998,3239,380,1.45,
7/12/2017,56.549999,3239,380,1.45,
7/13/2017,57.900002,3239,380,1.45,
7/14/2017,57.16,3239,380,1.45,
7/17/2017,57.580002,3239,380,1.45,
7/18/2017,58.959999,3239,380,1.45,
7/19/2017,58.349998,3239,380,1.45,
7/20/2017,59.09,3239,380,1.45,
7/21/2017,58.669998,3239,380,1.45,
7/24/2017,58.580002,3239,380,1.45,
7/25/2017,58.259998,3239,380,1.45,
7/26/2017,58.790001,3239,380,1.45,
7/27/2017,60.150002,3239,380,1.45,
7/28/2017,59.200001,3239,380,1.45,
7/31/2017,58.549999,3239,380,1.45,
8/1/2017,59.34,3239,380,1.45,
8/2/2017,59.119999,3239,380,1.45,
8/3/2017,58.419998,3239,380,1.45,
8/4/2017,58.860001,3239,380,1.45,
8/7/2017,59.619999,3239,380,1.45,
8/8/2017,59.48,3239,380,1.45,
8/9/2017,59.669998,3239,380,1.45,
8/10/2017,58.02,3239,380,1.45,
8/11/2017,58.040001,3239,380,1.45,
8/14/2017,59.060001,3239,380,1.45,
8/15/2017,59.689999,3239,380,1.45,
8/16/2017,60.290001,3239,380,1.45,
8/17/2017,59.290001,3239,380,1.45,
8/18/2017,59.439999,3239,380,1.45,
8/21/2017,59.400002,3239,380,1.45,
8/22/2017,60.84,3239,380,1.45,
8/23/2017,60.049999,3239,380,1.45,
8/24/2017,60,3239,380,1.45,
8/25/2017,59.970001,3239,380,1.45,
8/28/2017,60.529999,3239,380,1.45,
8/29/2017,61.009998,3239,380,1.45,
8/30/2017,61.77,3239,380,1.45,
8/31/2017,61.68,3239,380,1.45,
9/1/2017,61.459999,3239,380,1.45,
9/5/2017,61.27,3239,380,1.45,
9/6/2017,61.240002,3239,380,1.45,
9/7/2017,62,3239,380,1.45,
9/8/2017,61.130001,3239,380,1.45,
9/11/2017,62.639999,3239,380,1.45,
9/12/2017,62.560001,3239,380,1.45,
9/13/2017,62.040001,3239,380,1.45,
9/14/2017,62.240002,3239,380,1.45,
9/15/2017,62.5,3239,380,1.45,
9/18/2017,62.919998,3239,380,1.45,
9/19/2017,63.830002,3239,380,1.45,
9/20/2017,64.739998,3239,380,1.45,
9/21/2017,64.629997,3239,380,1.45,
9/22/2017,65.080002,3239,380,1.45,
9/25/2017,63.5,3239,380,1.45,
9/26/2017,62.939999,3239,380,1.45,
9/27/2017,63.330002,3239,380,1.45,
9/28/2017,63.93,3239,380,1.45,
9/29/2017,64.029999,3239,380,1.45,
10/2/2017,64.18,3744,620,1.55,
10/3/2017,64.220001,3744,620,1.55,
10/4/2017,64.010002,3744,620,1.55,
10/5/2017,65.82,3744,620,1.55,
10/6/2017,66.050003,3744,620,1.55,
10/9/2017,66.230003,3744,620,1.55,
10/10/2017,66.040001,3744,620,1.55,
10/11/2017,67.779999,3744,620,1.55,
10/12/2017,68.860001,3744,620,1.55,
10/13/2017,68.660004,3744,620,1.55,
10/16/2017,67.309998,3744,620,1.55,
10/17/2017,66.669998,3744,620,1.55,
10/18/2017,67.260002,3744,620,1.55,
10/19/2017,67.25,3744,620,1.55,
10/20/2017,70.970001,3744,620,1.55,
10/23/2017,69.800003,3744,620,1.55,
10/24/2017,70.209999,3744,620,1.55,
10/25/2017,71.019997,3744,620,1.55,
10/26/2017,71.339996,3744,620,1.55,
10/27/2017,71.059998,3744,620,1.55,
10/30/2017,71.150002,3744,620,1.55,
10/31/2017,72.559998,3744,620,1.55,
11/1/2017,72.379997,3744,620,1.55,
11/2/2017,72.25,3744,620,1.55,
11/3/2017,73.389999,3744,620,1.55,
11/6/2017,74.739998,3744,620,1.55,
11/7/2017,74.410004,3744,620,1.55,
11/8/2017,74.769997,3744,620,1.55,
11/9/2017,74.099998,3744,620,1.55,
11/10/2017,73.989998,3744,620,1.55,
11/13/2017,74.029999,3744,620,1.55,
11/14/2017,74.489998,3744,620,1.55,
11/15/2017,73.43,3744,620,1.55,
11/16/2017,77.699997,3744,620,1.55,
11/17/2017,76.379997,3744,620,1.55,
11/20/2017,76.010002,3744,620,1.55,
11/21/2017,77.769997,3744,620,1.55,
11/22/2017,77.57,3744,620,1.55,
11/24/2017,78.57,3744,620,1.55,
11/27/2017,77.839996,3744,620,1.55,
11/28/2017,77.790001,3744,620,1.55,
11/29/2017,73.25,3744,620,1.55,
11/30/2017,75.730003,3744,620,1.55,
12/1/2017,75.300003,3744,620,1.55,
12/4/2017,70.970001,3744,620,1.55,
12/5/2017,71.199997,3744,620,1.55,
12/6/2017,73.139999,3744,620,1.55,
12/7/2017,73.690002,3744,620,1.55,
12/8/2017,72.910004,3744,620,1.55,
12/11/2017,73.290001,3744,620,1.55,
12/12/2017,73.620003,3744,620,1.55,
12/13/2017,74.089996,3744,620,1.55,
12/14/2017,74.260002,3744,620,1.55,
12/15/2017,75.650002,3744,620,1.55,
12/18/2017,75.32,3744,620,1.55,
12/19/2017,74.5,3744,620,1.55,
12/20/2017,74,3744,620,1.55,
12/21/2017,74.019997,3744,620,1.55,
12/22/2017,73.889999,3744,620,1.55,
12/26/2017,74.269997,3744,620,1.55,
12/27/2017,74.589996,3744,620,1.55,
12/28/2017,74.169998,3744,620,1.55,
12/29/2017,73.620003,3744,620,1.55,
1/2/2018,73.839996,3685,511,1.89,
1/3/2018,76.75,3685,511,1.89,
1/4/2018,76.730003,3685,511,1.89,
1/5/2018,78.699997,3685,511,1.89,
1/8/2018,79.050003,3685,511,1.89,
1/9/2018,79.190002,3685,511,1.89,
1/10/2018,79.370003,3685,511,1.89,
1/11/2018,79.75,3685,511,1.89,
1/12/2018,80.540001,3685,511,1.89,
1/16/2018,80.419998,3685,511,1.89,
1/17/2018,82.470001,3685,511,1.89,
1/18/2018,82.940002,3685,511,1.89,
1/19/2018,83.839996,3685,511,1.89,
1/22/2018,83.980003,3685,511,1.89,
1/23/2018,84.209999,3685,511,1.89,
1/24/2018,83.709999,3685,511,1.89,
1/25/2018,84.339996,3685,511,1.89,
1/26/2018,85.449997,3685,511,1.89,
1/29/2018,84.309998,3685,511,1.89,
1/30/2018,83.779999,3685,511,1.89,
1/31/2018,85.32,3685,511,1.89,
2/1/2018,78.400002,3685,511,1.89,
2/2/2018,76.57,3685,511,1.89,
2/5/2018,74.705002,3685,511,1.89,
2/6/2018,75.68,3685,511,1.89,
2/7/2018,75.589996,3685,511,1.89,
2/8/2018,72.32,3685,511,1.89,
2/9/2018,74.75,3685,511,1.89,
2/12/2018,75.279999,3685,511,1.89,
2/13/2018,74.970001,3685,511,1.89,
2/14/2018,77.269997,3685,511,1.89,
2/15/2018,78.294998,3685,511,1.89,
2/16/2018,78.370003,3685,511,1.89,
2/20/2018,77.059998,3685,511,1.89,
2/21/2018,76.510002,3685,511,1.89,
2/22/2018,77.699997,3685,511,1.89,
2/23/2018,79.690002,3685,511,1.89,
2/26/2018,79.349998,3685,511,1.89,
2/27/2018,79.459999,3685,511,1.89,
2/28/2018,79.410004,3685,511,1.89,
3/1/2018,78.639999,3685,511,1.89,
3/2/2018,78.870003,3685,511,1.89,
3/5/2018,79.07,3685,511,1.89,
3/6/2018,79.230003,3685,511,1.89,
3/7/2018,79.519997,3685,511,1.89,
3/8/2018,79.870003,3685,511,1.89,
3/9/2018,80.709999,3685,511,1.89,
3/12/2018,80.599998,3685,511,1.89,
3/13/2018,80.199997,3685,511,1.89,
3/14/2018,83.309998,3685,511,1.89,
3/15/2018,82.57,3685,511,1.89,
3/16/2018,82.160004,3685,511,1.89,
3/19/2018,80.300003,3685,511,1.89,
3/20/2018,80.860001,3685,511,1.89,
3/21/2018,81.040001,3685,511,1.89,
3/22/2018,78.559998,3685,511,1.89,
3/23/2018,76.440002,3685,511,1.89,
3/26/2018,78.949997,3685,511,1.89,
3/27/2018,76.309998,3685,511,1.89,
3/28/2018,75.059998,3685,511,1.89,
3/29/2018,75.870003,3685,511,1.89,
4/2/2018,75,3857,526,1.78,
4/3/2018,74.559998,3857,526,1.78,
4/4/2018,74.779999,3857,526,1.78,
4/5/2018,76.949997,3857,526,1.78,
4/6/2018,73.860001,3857,526,1.78,
4/9/2018,75.190002,3857,526,1.78,
4/10/2018,76.790001,3857,526,1.78,
4/11/2018,76.5,3857,526,1.78,
4/12/2018,77.459999,3857,526,1.78,
4/13/2018,77.269997,3857,526,1.78,
4/16/2018,77.800003,3857,526,1.78,
4/17/2018,80.029999,3857,526,1.78,
4/18/2018,80.339996,3857,526,1.78,
4/19/2018,79.68,3857,526,1.78,
4/20/2018,78.730003,3857,526,1.78,
4/23/2018,78.209999,3857,526,1.78,
4/24/2018,75.279999,3857,526,1.78,
4/25/2018,74,3857,526,1.78,
4/26/2018,76.029999,3857,526,1.78,
4/27/2018,74.129997,3857,526,1.78,
4/30/2018,74.610001,3857,526,1.78,
5/1/2018,74.809998,3857,526,1.78,
5/2/2018,71.730003,3857,526,1.78,
5/3/2018,73.449997,3857,526,1.78,
5/4/2018,73.989998,3857,526,1.78,
5/7/2018,74.669998,3857,526,1.78,
5/8/2018,75.720001,3857,526,1.78,
5/9/2018,77.010002,3857,526,1.78,
5/10/2018,79.190002,3857,526,1.78,
5/11/2018,79.199997,3857,526,1.78,
5/14/2018,78.809998,3857,526,1.78,
5/15/2018,77.790001,3857,526,1.78,
5/16/2018,77.82,3857,526,1.78,
5/17/2018,79.190002,3857,526,1.78,
5/18/2018,80.790001,3857,526,1.78,
5/21/2018,81.25,3857,526,1.78,
5/22/2018,80.620003,3857,526,1.78,
5/23/2018,81.080002,3857,526,1.78,
5/24/2018,81.550003,3857,526,1.78,
5/25/2018,80.959999,3857,526,1.78,
5/29/2018,80.730003,3857,526,1.78,
5/30/2018,81.599998,3857,526,1.78,
5/31/2018,82.07,3857,526,1.78,
6/1/2018,83.25,3857,526,1.78,
6/4/2018,84.57,3857,526,1.78,
6/5/2018,85.050003,3857,526,1.78,
6/6/2018,85.209999,3857,526,1.78,
6/7/2018,83.269997,3857,526,1.78,
6/8/2018,84.339996,3857,526,1.78,
6/11/2018,83.889999,3857,526,1.78,
6/12/2018,85.019997,3857,526,1.78,
6/13/2018,85.269997,3857,526,1.78,
6/14/2018,85.610001,3857,526,1.78,
6/15/2018,85.309998,3857,526,1.78,
6/18/2018,85.849998,3857,526,1.78,
6/19/2018,84.519997,3857,526,1.78,
6/20/2018,85.949997,3857,526,1.78,
6/21/2018,85.970001,3857,526,1.78,
6/22/2018,85.120003,3857,526,1.78,
6/25/2018,82.190002,3857,526,1.78,
6/26/2018,82.32,3857,526,1.78,
6/27/2018,80.669998,3857,526,1.78,
6/28/2018,82.480003,3857,526,1.78,
6/29/2018,83.269997,3857,526,1.78,
7/2/2018,83.889999,3683,436,1.89,
7/3/2018,83.269997,3683,436,1.89,
7/5/2018,84.589996,3683,436,1.89,
7/6/2018,85.940002,3683,436,1.89,
7/9/2018,86.230003,3683,436,1.89,
7/10/2018,86.169998,3683,436,1.89,
7/11/2018,86.25,3683,436,1.89,
7/12/2018,89.129997,3683,436,1.89,
7/13/2018,87.989998,3683,436,1.89,
7/16/2018,87.769997,3683,436,1.89,
7/17/2018,88.580002,3683,436,1.89,
7/18/2018,88.220001,3683,436,1.89,
7/19/2018,87.379997,3683,436,1.89,
7/20/2018,87.470001,3683,436,1.89,
7/23/2018,89.239998,3683,436,1.89,
7/24/2018,91.410004,3683,436,1.89,
7/25/2018,91.370003,3683,436,1.89,
7/26/2018,89.139999,3683,436,1.89,
7/27/2018,85.459999,3683,436,1.89,
7/30/2018,82.389999,3683,436,1.89,
7/31/2018,82.139999,3683,436,1.89,
8/1/2018,83.459999,3683,436,1.89,
8/2/2018,85.529999,3683,436,1.89,
8/3/2018,85.190002,3683,436,1.89,
8/6/2018,85.769997,3683,436,1.89,
8/7/2018,86.300003,3683,436,1.89,
8/8/2018,86.739998,3683,436,1.89,
8/9/2018,87.169998,3683,436,1.89,
8/10/2018,87.010002,3683,436,1.89,
8/13/2018,87.010002,3683,436,1.89,
8/14/2018,87.730003,3683,436,1.89,
8/15/2018,85.190002,3683,436,1.89,
8/16/2018,85.32,3683,436,1.89,
8/17/2018,85.449997,3683,436,1.89,
8/20/2018,85.75,3683,436,1.89,
8/21/2018,86.220001,3683,436,1.89,
8/22/2018,86.949997,3683,436,1.89,
8/23/2018,87.379997,3683,436,1.89,
8/24/2018,90.099998,3683,436,1.89,
8/27/2018,89.970001,3683,436,1.89,
8/28/2018,90.610001,3683,436,1.89,
8/29/2018,92.620003,3683,436,1.89,
8/30/2018,92.089996,3683,436,1.89,
8/31/2018,92.330002,3683,436,1.89,
9/4/2018,93.07,3683,436,1.89,
9/5/2018,89.050003,3683,436,1.89,
9/6/2018,89,3683,436,1.89,
9/7/2018,88.82,3683,436,1.89,
9/10/2018,89.800003,3683,436,1.89,
9/11/2018,91.43,3683,436,1.89,
9/12/2018,92.400002,3683,436,1.89,
9/13/2018,92.190002,3683,436,1.89,
9/14/2018,90.779999,3683,436,1.89,
9/17/2018,88.68,3683,436,1.89,
9/18/2018,89.720001,3683,436,1.89,
9/19/2018,89.309998,3683,436,1.89,
9/20/2018,90.599998,3683,436,1.89,
9/21/2018,90.620003,3683,436,1.89,
9/24/2018,89.620003,3683,436,1.89,
9/25/2018,90.040001,3683,436,1.89,
9/26/2018,89.849998,3683,436,1.89,
9/27/2018,88.989998,3683,436,1.89,
9/28/2018,87.839996,3683,436,1.89,
10/1/2018,87.550003,4226,584,1.82,
10/2/2018,86.68,4226,584,1.82,
10/3/2018,87.150002,4226,584,1.82,
10/4/2018,84.339996,4226,584,1.82,
10/5/2018,83.18,4226,584,1.82,
10/8/2018,80.550003,4226,584,1.82,
10/9/2018,80.029999,4226,584,1.82,
10/10/2018,75.449997,4226,584,1.82,
10/11/2018,75.900002,4226,584,1.82,
10/12/2018,79.029999,4226,584,1.82,
10/15/2018,77.230003,4226,584,1.82,
10/16/2018,80.610001,4226,584,1.82,
10/17/2018,80.089996,4226,584,1.82,
10/18/2018,77.480003,4226,584,1.82,
10/19/2018,84.779999,4226,584,1.82,
10/22/2018,85.43,4226,584,1.82,
10/23/2018,87.57,4226,584,1.82,
10/24/2018,83.089996,4226,584,1.82,
10/25/2018,85.959999,4226,584,1.82,
10/26/2018,83.370003,4226,584,1.82,
10/29/2018,81.150002,4226,584,1.82,
10/30/2018,80.900002,4226,584,1.82,
10/31/2018,84.190002,4226,584,1.82,
11/1/2018,85.040001,4226,584,1.82,
11/2/2018,83.510002,4226,584,1.82,
11/5/2018,84.050003,4226,584,1.82,
11/6/2018,84.690002,4226,584,1.82,
11/7/2018,88.230003,4226,584,1.82,
11/8/2018,89.040001,4226,584,1.82,
11/9/2018,86.760002,4226,584,1.82,
11/12/2018,83.779999,4226,584,1.82,
11/13/2018,83.779999,4226,584,1.82,
11/14/2018,84.050003,4226,584,1.82,
11/15/2018,86.739998,4226,584,1.82,
11/16/2018,85.059998,4226,584,1.82,
11/19/2018,80.129997,4226,584,1.82,
11/20/2018,77.760002,4226,584,1.82,
11/21/2018,79.120003,4226,584,1.82,
11/23/2018,77.949997,4226,584,1.82,
11/26/2018,80.860001,4226,584,1.82,
11/27/2018,81.970001,4226,584,1.82,
11/28/2018,85.980003,4226,584,1.82,
11/29/2018,84.260002,4226,584,1.82,
11/30/2018,85.809998,4226,584,1.82,
12/3/2018,87.980003,4226,584,1.82,
12/4/2018,84.190002,4226,584,1.82,
12/6/2018,85.82,4226,584,1.82,
12/7/2018,82.769997,4226,584,1.82,
12/10/2018,84.93,4226,584,1.82,
12/11/2018,85.510002,4226,584,1.82,
12/12/2018,86.5,4226,584,1.82,
12/13/2018,87.559998,4226,584,1.82,
12/14/2018,85.919998,4226,584,1.82,
12/17/2018,84.099998,4226,584,1.82,
12/18/2018,85.510002,4226,584,1.82,
12/19/2018,84.029999,4226,584,1.82,
12/20/2018,82.440002,4226,584,1.82,
12/21/2018,78.139999,4226,584,1.82,
12/24/2018,77.059998,4226,584,1.82,
12/26/2018,82.800003,4226,584,1.82,
12/27/2018,84.309998,4226,584,1.82,
12/28/2018,83.260002,4226,584,1.82,
12/31/2018,84.089996,4226,584,1.82,
1/2/2019,85.75,4128,667,2.05,
1/3/2019,82.089996,4128,667,2.05,
1/4/2019,86.269997,4128,667,2.05,
1/7/2019,86.93,4128,667,2.05,
1/8/2019,88.699997,4128,667,2.05,
1/9/2019,89.550003,4128,667,2.05,
1/10/2019,90.699997,4128,667,2.05,
1/11/2019,90.650002,4128,667,2.05,
1/14/2019,90.43,4128,667,2.05,
1/15/2019,91.599998,4128,667,2.05,
1/16/2019,90.550003,4128,667,2.05,
1/17/2019,90.400002,4128,667,2.05,
1/18/2019,91.120003,4128,667,2.05,
1/22/2019,89.940002,4128,667,2.05,
1/23/2019,90.5,4128,667,2.05,
1/24/2019,92.199997,4128,667,2.05,
1/25/2019,94.279999,4128,667,2.05,
1/28/2019,92.300003,4128,667,2.05,
1/29/2019,91.120003,4128,667,2.05,
1/30/2019,92.419998,4128,667,2.05,
1/31/2019,88.760002,4128,667,2.05,
2/1/2019,90.010002,4128,667,2.05,
2/4/2019,91.660004,4128,667,2.05,
2/5/2019,92.269997,4128,667,2.05,
2/6/2019,92.25,4128,667,2.05,
2/7/2019,90.849998,4128,667,2.05,
2/8/2019,91.870003,4128,667,2.05,
2/11/2019,92.690002,4128,667,2.05,
2/12/2019,94.379997,4128,667,2.05,
2/13/2019,94.010002,4128,667,2.05,
2/14/2019,94.419998,4128,667,2.05,
2/15/2019,94.910004,4128,667,2.05,
2/19/2019,95.019997,4128,667,2.05,
2/20/2019,94.730003,4128,667,2.05,
2/21/2019,94.959999,4128,667,2.05,
2/22/2019,95.980003,4128,667,2.05,
2/25/2019,96.699997,4128,667,2.05,
2/26/2019,96.589996,4128,667,2.05,
2/27/2019,97.860001,4128,667,2.05,
2/28/2019,98.07,4128,667,2.05,
3/1/2019,98.800003,4128,667,2.05,
3/4/2019,96.57,4128,667,2.05,
3/5/2019,96.529999,4128,667,2.05,
3/6/2019,96.459999,4128,667,2.05,
3/7/2019,96.209999,4128,667,2.05,
3/8/2019,95.690002,4128,667,2.05,
3/11/2019,97.449997,4128,667,2.05,
3/12/2019,97.5,4128,667,2.05,
3/13/2019,99.309998,4128,667,2.05,
3/14/2019,99.029999,4128,667,2.05,
3/15/2019,100.730003,4128,667,2.05,
3/18/2019,100.269997,4128,667,2.05,
3/19/2019,101.540001,4128,667,2.05,
3/20/2019,102.309998,4128,667,2.05,
3/21/2019,104.150002,4128,667,2.05,
3/22/2019,101.269997,4128,667,2.05,
3/25/2019,101.550003,4128,667,2.05,
3/26/2019,103.150002,4128,667,2.05,
3/27/2019,103.07,4128,667,2.05,
3/28/2019,103.860001,4128,667,2.05,
3/29/2019,103.839996,4128,667,2.05,
4/1/2019,105.550003,4305,823,2,
4/2/2019,105.230003,4305,823,2,
4/3/2019,104.690002,4305,823,2,
4/4/2019,104.459999,4305,823,2,
4/5/2019,105.730003,4305,823,2,
4/8/2019,106.57,4305,823,2,
4/9/2019,106.93,4305,823,2,
4/10/2019,107.510002,4305,823,2,
4/11/2019,106.459999,4305,823,2,
4/12/2019,108.480003,4305,823,2,
4/15/2019,108.139999,4305,823,2,
4/16/2019,108.199997,4305,823,2,
4/17/2019,108.809998,4305,823,2,
4/18/2019,107.360001,4305,823,2,
4/22/2019,106.809998,4305,823,2,
4/23/2019,106.900002,4305,823,2,
4/24/2019,107.220001,4305,823,2,
4/25/2019,110.220001,4305,823,2,
4/26/2019,110.559998,4305,823,2,
4/29/2019,112.440002,4305,823,2,
4/30/2019,112.769997,4305,823,2,
5/1/2019,110.940002,4305,823,2,
5/2/2019,109.699997,4305,823,2,
5/3/2019,111.959999,4305,823,2,
5/6/2019,110.849998,4305,823,2,
5/7/2019,108.949997,4305,823,2,
5/8/2019,109.07,4305,823,2,
5/9/2019,109.730003,4305,823,2,
5/10/2019,110.410004,4305,823,2,
5/13/2019,106.830002,4305,823,2,
5/14/2019,109.089996,4305,823,2,
5/15/2019,111.5,4305,823,2,
5/16/2019,113.870003,4305,823,2,
5/17/2019,112.800003,4305,823,2,
5/20/2019,112.150002,4305,823,2,
5/21/2019,112.43,4305,823,2,
5/22/2019,112.470001,4305,823,2,
5/23/2019,109.900002,4305,823,2,
5/24/2019,109.849998,4305,823,2,
5/28/2019,111.790001,4305,823,2,
5/29/2019,110.080002,4305,823,2,
5/30/2019,111.410004,4305,823,2,
5/31/2019,109.75,4305,823,2,
6/3/2019,105.519997,4305,823,2,
6/4/2019,108.730003,4305,823,2,
6/5/2019,110.769997,4305,823,2,
6/6/2019,111.779999,4305,823,2,
6/7/2019,114.019997,4305,823,2,
6/10/2019,115.620003,4305,823,2,
6/11/2019,114.599998,4305,823,2,
6/12/2019,114.5,4305,823,2,
6/13/2019,115.720001,4305,823,2,
6/14/2019,116.169998,4305,823,2,
6/17/2019,117.160004,4305,823,2,
6/18/2019,115.980003,4305,823,2,
6/19/2019,117.139999,4305,823,2,
6/20/2019,118.790001,4305,823,2,
6/21/2019,116.209999,4305,823,2,
6/24/2019,116.5,4305,823,2,
6/25/2019,114.440002,4305,823,2,
6/26/2019,114.150002,4305,823,2,
6/27/2019,113.669998,4305,823,2,
6/28/2019,114.459999,4305,823,2,
7/1/2019,115.029999,4378,462,2.05,0.47
7/2/2019,116.169998,4378,462,2.05,0.47
7/3/2019,117.68,4378,462,2.05,0.47
7/5/2019,117.160004,4378,462,2.05,0.47
7/8/2019,116.949997,4378,462,2.05,0.47
7/9/2019,118.370003,4378,462,2.05,0.47
7/10/2019,119.639999,4378,462,2.05,0.47
7/11/2019,120.650002,4378,462,2.05,0.47
7/12/2019,120.120003,4378,462,2.05,0.47
7/15/2019,120.900002,4378,462,2.05,0.47
7/16/2019,119.709999,4378,462,2.05,0.47
7/17/2019,118.809998,4378,462,2.05,0.47
7/18/2019,119.870003,4378,462,2.05,0.47
7/19/2019,118.629997,4378,462,2.05,0.47
7/22/2019,118.690002,4378,462,2.05,0.47
7/23/2019,120.220001,4378,462,2.05,0.47
